Ano-calendário;Ente Federativo;Centil;Quantidade de Contribuintes;Rendimentos Tributaveis - Limite Superior da RTB do Centil [R$ milhões];Rendimentos Tributaveis - Soma da RTB do Centil [R$ milhões];Rendimentos Tributaveis - RTB Acumulada do Centil [R$ milhões];Rendimentos Tributaveis - Média da RTB do Centil [R$];Rendimentos Sujeitos à Tribut. Exclusiva [R$ milhões];Rendimentos Isentos - Lucros e dividendos [R$ milhões];Rendimentos Isentos - Rendim. Sócio/Titular ME/EPP Opt SIMPLES [R$ milhões];Rendimentos Isentos - Outros Rendimentos Isentos [R$ milhões];Despesas Dedutíveis - Previdência [R$ milhões];Despesas Dedutíveis - Dependentes [R$ milhões];Despesas Dedutíveis - Instrução [R$ milhões];Despesas Dedutíveis - Médicas [R$ milhões];Despesas Dedutíveis - Pensão Alimentícia [R$ milhões];Despesas Dedutíveis - Livro-Caixa [R$ milhões];Imposto Devido [R$ milhões];Bens e Direitos - Imóveis [R$ milhões];Bens e Direitos - Móveis [R$ milhões];Bens e Direitos - Financeiros [R$ milhões];Bens e Direitos - Outros Bens e Direitos [R$ milhões];Dívidas e Ônus [R$ milhões]
2017;AP;38;688;39.580,24;26,89;581,58;39.091,54;2;0,01;0,04;2,86;1,61;1,75;0,86;1,25;0,28;0,02;0,27;3,93;0,89;2,18;0,02;0,92
2017;AP;39;687;40.456,00;27,52;609,09;40.054,14;2,06;0,04;0,52;1,77;1,57;1,86;0,83;1,25;0,36;;0,3;3,52;0,92;4,35;;0,68
2017;AP;40;687;41.267,24;28,05;637,15;40.836,25;2,59;6,88;0,03;2,46;1,88;1,99;0,95;1,46;0,32;0,03;0,3;5,16;1,34;10,46;0,84;1,04
2017;AP;41;687;42.248,71;28,7;665,85;41.778,52;2,18;0,2;1,14;1,62;1,6;1,94;0,92;1,37;0,31;0,02;0,36;5,34;1,16;3,39;0,01;0,78
2017;AP;42;688;43.341,87;29,43;695,28;42.779,92;2,11;0,04;0,18;2,65;1,79;2,1;1,06;1,32;0,28;0,12;0,38;3,71;1,58;1,53;0,03;0,46
2017;AP;43;687;44.303,58;30,11;725,39;43.831,82;2,5;0,66;0,14;1,87;1,81;2,15;1,1;1,42;0,25;0,04;0,44;6,25;1,35;2,97;0,02;0,27
2017;AP;44;687;45.248,76;30,78;756,18;44.804,11;2,19;;0,04;2,3;1,73;1,96;1,03;1,77;0,29;0;0,49;4,66;0,94;3,06;0,09;1,02
2017;AP;45;687;46.409,39;31,49;787,67;45.839,68;2,37;0,11;0,32;2,05;1,9;2,32;1,37;1,59;0,36;0,07;0,52;8,05;2;3,05;0,12;1,3
2017;AP;46;688;47.445,08;32,31;819,98;46.964,50;2,69;0,37;0,02;2,14;2,05;2,62;1,2;1,66;0,47;0,02;0,57;4,43;1,48;7,56;0,02;0,28
2017;AP;47;687;48.184,53;32,85;852,83;47.820,17;3,03;0,45;0,21;1,53;1,87;2,24;1,29;1,81;0,46;0,01;0,64;9,95;1,92;10,16;0,06;1,7
2017;AP;48;687;48.628,01;33,26;886,09;48.411,14;2,54;0,1;0,02;3,17;2,01;2,03;1,5;2,06;0,36;;0,67;3,84;1,05;1,56;0,49;1,21
2017;AP;49;687;49.227,28;33,61;919,69;48.916,04;3,17;0,27;0,07;2,17;2,16;2,24;1,71;2,22;0,4;0,01;0,65;2,77;1,31;4,74;0,01;1,06
2017;AP;50;687;49.822,79;33,98;953,67;49.459,77;3,13;0,02;;1,75;2,19;2,3;1,6;1,88;0,4;0,02;0,71;2,78;1,1;1,86;0,03;1,17
2017;AP;51;688;50.487,51;34,48;988,16;50.118,88;2,84;0,33;0,12;2,18;2,06;2,17;1,58;2,26;0,34;0;0,75;8,39;1,92;2,81;0;1,76
2017;AP;52;687;51.564,45;35,07;1.023,22;51.043,11;3,76;0,2;0,1;2,98;1,89;1,95;1,46;2,14;0,52;0,03;0,84;4,39;1,39;1,85;0,01;0,76
2017;AP;53;687;52.577,83;35,76;1.058,99;52.056,49;2,65;0,19;0,06;3,06;2,25;2,25;1,53;2,23;0,5;0;0,87;4,17;1,43;2,27;0;1,18
2017;AP;54;687;53.670,23;36,5;1.095,48;53.129,37;2,72;0,16;0,09;2,84;2,26;2,18;1,68;2,3;0,55;0,02;0,95;7,6;2,07;1,83;0,02;1,18
2017;AP;55;688;54.737,62;37,33;1.132,81;54.253,26;2,81;0,13;0,03;3,01;2,33;2,13;1,64;2,45;0,67;0,01;1;6,95;1,67;13,25;0,09;1,16
2017;AP;56;687;56.076,63;38,03;1.170,84;55.360,43;2,9;0,25;0,22;2,41;2,36;2,44;1,89;2,24;0,74;;1,05;5,46;1,51;5,04;0,91;1,92
2017;AP;57;687;57.478,27;39,01;1.209,86;56.784,90;2,91;0,09;0,41;2,75;2,39;2,29;1,77;2,49;0,73;0,03;1,16;4,83;2,35;2,01;0,01;1,14
2017;AP;58;687;58.571,98;39,84;1.249,70;57.995,15;3,42;0,89;0,33;3,8;2,66;2,47;2,19;2,96;0,97;0,04;1,14;6,58;1,65;3,75;0,01;1,13
2017;AP;59;688;59.341,46;40,53;1.290,22;58.905,59;2,88;0,48;0,01;3,15;2,9;2,02;1,73;2,85;1,11;;1,29;4,3;1,01;2,13;0,08;1,49
2017;AP;60;687;60.252,26;41,08;1.331,30;59.790,79;3,38;8,26;0,54;2,72;2,51;2,2;1,62;2,62;0,86;0,07;1,44;11,37;3,83;15,94;1,1;1,27
2017;AP;61;687;61.313,33;41,75;1.373,05;60.770,49;3,33;1,49;0,18;2,81;2,71;2,25;1,74;2,83;0,85;0,13;1,48;8,61;1,64;3,74;0,24;0,53
2017;AP;62;687;62.534,99;42,53;1.415,58;61.909,10;3,5;0,17;0,08;3,02;2,87;2,32;2,11;3,08;1,2;;1,51;9,87;1,61;2,99;0;1,84
2017;AP;63;688;63.812,11;43,48;1.459,06;63.200,61;4,54;0,11;0,05;3,02;2,87;2,41;2,16;2,82;0,92;0,09;1,67;8,13;2,33;10,24;0,03;1,35
2017;AP;64;687;64.981,72;44,28;1.503,35;64.459,08;3,42;0,51;;3,6;3,01;2,31;2,03;3,4;1,17;0,02;1,73;14,15;2,65;3,63;0,1;1,68
2017;AP;65;687;65.902,50;44,97;1.548,31;65.454,63;3,53;0,17;0,1;3,27;3,09;2,15;1,96;3,61;0,67;0;1,89;4,48;1,46;4,41;0;0,88
2017;AP;66;687;66.832,26;45,57;1.593,89;66.335,04;3,49;1,76;0,36;3,09;3,03;2,16;2;3,31;0,79;0,04;2,01;8,7;2,49;5,75;0,03;1,52
2017;AP;67;688;68.043,71;46,39;1.640,27;67.424,03;3,38;0,01;0,06;3,54;3,23;2,25;2,17;3,73;0,86;0,06;2,03;14,36;1,72;7,13;0,08;0,9
2017;AP;68;687;69.572,05;47,25;1.687,53;68.783,02;3,44;0,01;0,23;3,79;3,08;2,09;1,97;3,73;0,82;0,02;2,24;10,98;2,6;3,38;0,17;2,34
2017;AP;69;687;71.185,24;48,34;1.735,87;70.370,00;3,45;0,37;0,3;3,8;3,23;2,48;2,11;3,48;1,1;0,04;2,39;14,62;2,52;5,78;0,37;2,25
2017;AP;70;687;72.804,01;49,46;1.785,33;71.996,20;3,39;0,72;0,27;3,23;3,44;2,43;2,15;3,67;1,42;0,03;2,49;16,47;2,27;9,65;0,11;2,01
2017;AP;71;688;74.332,76;50,62;1.835,96;73.580,63;4,3;0,41;0,57;3,79;3,35;2,27;2,1;3,6;1,02;0,02;2,79;12,75;2,93;5,02;0;1,57
2017;AP;72;687;75.819,10;51,59;1.887,55;75.095,14;4,08;1,96;;4,51;3,36;2,25;2,23;3,56;1,1;0;2,95;8,96;2,37;3,56;0,04;2,14
2017;AP;73;687;77.407,49;52,56;1.940,11;76.513,21;4,22;0,03;0,04;3,87;3,44;2,25;2,16;3,62;0,9;0,07;3,18;8,92;2,12;6,29;2,16;2,56
2017;AP;74;687;79.263,14;53,81;1.993,92;78.323,95;4,44;0,78;0,09;4,34;3,39;2,17;2,24;3,86;0,88;0,02;3,39;11,88;2,87;3,89;0,07;3,59
2017;AP;75;687;80.841,85;55,04;2.048,96;80.110,50;4,52;0,09;0,05;3,86;3,76;2,29;2,46;3,64;1,34;;3,52;9,85;2,29;4,4;0,1;2,23
2017;AP;76;688;82.182,68;56,08;2.105,04;81.514,75;4,63;0,13;;4,51;4,13;2,65;2,92;4,31;1;0,06;3,53;8,31;2,44;2,97;0,2;3,19
2017;AP;77;687;83.694,86;56,99;2.162,03;82.952,26;4,79;;0;4,15;3,93;2,65;2,77;4,23;1,19;0,05;3,73;6,23;2,34;2,87;;2,78
2017;AP;78;687;85.046,48;57,93;2.219,96;84.321,38;4,59;0,36;;3,89;3,94;2,51;2,73;4,1;1,23;0,05;4;10,64;2,2;3,33;0,06;2,81
2017;AP;79;687;86.866,24;59,05;2.279,00;85.951,02;5,16;0,73;0,17;3,6;3,99;2,48;2,79;3,87;1,1;;4,31;14,71;2,19;27,78;0,26;2,15
2017;AP;80;688;88.753,48;60,43;2.339,43;87.831,37;5,28;0,44;0,05;5,55;4,32;2,49;2,59;4,53;0,87;0,07;4,56;17,75;4,07;12,59;0,66;2,05
2017;AP;81;687;90.784,67;61,64;2.401,07;89.718,64;4,75;0,07;3,2;4,72;4,7;2,63;3,06;4,66;0,95;0,11;4,7;13,48;3,14;2,93;0,6;3,67
2017;AP;82;687;93.125,77;63,15;2.464,22;91.918,84;4,75;0,34;0,19;5,45;4,64;2,65;2,86;4,62;1,49;0,12;5,04;17,04;4,75;5,97;0,08;4,56
2017;AP;83;687;96.000,00;64,98;2.529,20;94.586,50;5,67;10,97;0,01;4,37;4,58;2,54;2,68;4,49;1,43;0,16;5,59;10,12;3,75;24,64;2,11;5,06
2017;AP;84;688;99.628,97;67,24;2.596,44;97.734,91;5,15;0,5;1,55;4,32;4,84;2,62;2,99;4,85;1,51;0,03;6;22,29;4,98;8,78;0,18;3,43
2017;AP;85;687;102.850,63;69,53;2.665,97;101.203,61;5,28;0,08;0,01;5,77;4,71;2,44;2,8;4,95;1,13;0,03;6,73;18,54;5,23;6,27;0,07;5,94
2017;AP;86;687;106.702,05;71,93;2.737,89;104.697,48;8,78;0,5;0,42;5,3;5,36;2,75;3,17;5,54;1,76;0,05;6,9;22,71;6,14;5,63;0,1;3,76
2017;AP;87;687;111.117,77;74,82;2.812,71;108.901,76;6,51;0,17;0,11;5,53;5,17;2,48;2,78;5,36;1,76;0,04;7,83;22,27;5,28;12,26;0,26;6,7
2017;AP;88;688;115.605,35;78,11;2.890,81;113.525,07;6,77;0,08;0,02;7,27;5,61;2,86;3,17;5,25;2,45;0,16;8,37;17,55;3,77;4,84;0,02;4,72
2017;AP;89;687;120.057,76;80,88;2.971,69;117.724,01;7,51;0,22;0,27;7,14;5,87;2,73;3,04;5,7;2,8;0,03;8,99;15,65;4,03;6,27;0,02;13,72
2017;AP;90;687;125.928,68;84,53;3.056,22;123.038,43;7,18;0,32;0,08;5,81;6,41;2,66;3,2;6,23;2,59;0,09;9,79;31,17;6,48;8,93;1,24;7,66
2017;AP;91;687;132.671,18;88,75;3.144,97;129.189,79;6,34;0,63;0,12;5,21;6,65;2,69;3,21;6,29;1,97;0,34;10,96;25,77;6,45;8,19;0,07;5,85
2017;AP;92;688;138.979,00;93,47;3.238,44;135.859,96;7,95;0,89;0,15;6,82;7,14;2,69;3,12;6,53;2,63;0,13;12,02;28,54;6,59;5,7;0,02;5,96
2017;AP;93;687;147.077,03;98,24;3.336,68;142.991,97;8,47;2,49;0,12;7,32;7,33;2,54;2,87;6,4;2,07;0,16;13,49;36,09;8,99;21,16;0,13;8,41
2017;AP;94;687;158.962,68;105;3.441,67;152.832,21;9,21;1,69;0,82;10,31;7,87;2,43;2,8;7,07;2,35;0,33;15,01;60,18;9,59;23,67;0,49;13,7
2017;AP;95;687;172.750,28;113,78;3.555,45;165.614,45;9,99;0,91;0,01;14,54;8,77;2,56;2,82;6,77;3,87;0,36;16,89;53,99;9,56;18,7;0,43;10,97
2017;AP;96;688;192.549,98;125,17;3.680,62;181.927,13;11,53;4,14;0,24;9,02;10,11;2,34;2,62;7,85;3,87;0,36;19,51;65,7;13,19;23,78;2,47;18,23
2017;AP;97;687;221.310,17;141,24;3.821,86;205.590,18;12,78;1;0,36;9,8;11,77;2,27;2,43;8,27;4,36;0,18;23,47;81,22;14,46;23,36;3,59;19,88
2017;AP;98;687;268.323,35;166,52;3.988,38;242.392,82;23,02;2,34;3,25;11,05;13,95;2,64;2,64;8,6;4,9;0,98;29,26;89,22;17,89;66,48;1,41;22,45
2017;AP;99;687;367.209,49;218,41;4.206,80;317.924,92;16,67;8,59;0,56;18,19;16,05;2,27;2,39;9,65;5,04;0,98;42,72;180,79;35,57;78,94;1,68;27,41
2017;AP;100;687;6.554.547,60;327,63;4.534,43;476.902,95;23,53;6,37;1,16;44,11;21,12;2,18;2,35;11,18;8,72;9,48;67,64;321,77;45,88;139,46;7,78;72,69
2017;AP;100.1;69;376.026,73;25,66;25,66;371.935,25;1,77;0,35;0,24;2,53;1,97;0,22;0,26;1,01;1;0,14;5,06;32,13;4,16;9,84;1,05;6,19
2017;AP;100.2;69;386.204,62;26,37;52,03;382.115,47;1,83;1,81;0,25;5,79;2,01;0,23;0,23;1,09;0,67;0,04;5,33;22,16;4,02;7,43;0,26;6,82
2017;AP;100.3;69;399.967,77;27,15;79,18;393.516,42;1,73;0,18;0,09;4,19;1,97;0,21;0,21;1,07;0,77;0,02;5,56;34,26;3,95;9,81;0,47;8,91
2017;AP;100.4;68;411.286,13;27,61;106,79;406.039,14;1,89;0,87;0,4;6,16;2,15;0,21;0,22;1,16;0,62;0,37;5,57;35,91;4,78;9,88;0,59;10,16
2017;AP;100.5;69;426.443,37;28,87;135,66;418.374,17;2,76;1,05;;6,81;2,24;0,18;0,19;1,04;1,08;0,01;5,9;38,1;4,34;13,57;0,12;9,08
2017;AP;100.6;69;446.426,00;30,16;165,83;437.171,52;1,81;0,62;0;3,43;2,27;0,22;0,24;1,27;0,57;0,09;6,29;25,24;4,05;9,31;0,68;6,76
2017;AP;100.7;68;469.514,45;31,14;196,97;458.005,13;2,84;0,51;;3,98;2,07;0,23;0,27;1;0,73;0,4;6,53;23,55;3,54;11,73;0,33;6,58
2017;AP;100.8;69;509.688,44;33,69;230,66;488.209,86;2,01;0,12;;2,94;2,18;0,23;0,27;1,18;0,99;0,3;7,12;33,22;3,99;12,67;1;6,73
2017;AP;100.9;69;593.862,19;37,5;268,16;543.519,01;3,16;0,07;0,15;2,33;2,1;0,27;0,27;1,39;0,97;0,79;7,98;36,2;4,16;21,51;1,37;5,36
2017;AP;100.10;68;6.554.547,60;59,47;327,63;874.606,47;3,72;0,78;0,03;5,96;2,16;0,18;0,19;0,98;1,32;7,32;12,29;41;8,89;33,71;1,91;6,11
2017;BA;1;11.397;;;;;33,22;86,57;39,66;242,59;;;;;;;;562,18;86,69;786,05;288,83;139,28
2017;BA;2;11.397;;;;;27,88;83,65;35,57;206,39;;;;;;;;559,96;82,22;1.250,23;33,3;115,33
2017;BA;3;11.396;;;;;28,22;67,32;42,94;205,69;;;;;;;;572,33;88,09;684,71;28,44;113,82
2017;BA;4;11.397;;;;;46,33;110,4;55,63;222,74;;;;;;;;674,99;99,59;1.314,09;86,91;695,38
2017;BA;5;11.396;;;;;74,88;99,86;30,87;244,14;;;;;;;;663,83;89,07;1.655,80;53,17;219
2017;BA;6;11.397;;;;;32,46;203,8;40,58;233,94;;;;;;;;556,78;92,39;1.056,31;44,64;270,37
2017;BA;7;11.396;;;;;48,48;115,12;35,91;201,64;;;;;;;;573,88;128,14;821,09;42,95;169,77
2017;BA;8;11.397;;;;;30,85;100,65;47,06;258,08;;;;;;;;571,51;87,46;665,87;82;92,91
2017;BA;9;11.396;;;;;28,23;85,22;48;228,84;;;;;;;;561,76;86,15;753,36;39,62;135,14
2017;BA;10;11.397;1.971,59;3,7;3,7;324,64;50,07;83,74;31,9;254,06;0,16;0,31;0,02;0,23;0,02;;;727,94;102,04;736,24;26,3;158,07
2017;BA;11;11.396;6.146,67;49,08;52,78;4.307,08;31,63;89,88;27,46;192,93;1,64;3,09;0,29;2,25;0,21;0;0;593,61;110,22;652,23;26,54;92,67
2017;BA;12;11.397;9.350,00;88,74;141,53;7.786,65;39,36;75,09;24,32;276,41;2,66;4,05;0,68;4,28;0,25;0,04;0;660,83;108,65;796,9;193,03;196,7
2017;BA;13;11.396;11.244,00;119,03;260,56;10.444,94;32,56;83,24;49,58;154,37;2,99;3,64;0,78;4,38;0,38;0,03;0;547,48;106,21;616,94;29,83;99,21
2017;BA;14;11.397;11.244,00;128,15;388,71;11.244,00;24,86;261,79;84,04;32,54;3,11;1,68;0,41;1,58;0,09;0,01;;528,49;122,85;1.273,74;42,68;174,51
2017;BA;15;11.396;11.375,22;128,18;516,89;11.248,22;20,88;180,93;82,59;39,59;3,11;1,6;0,37;1,72;0,11;;;487,61;119,27;770,12;27,55;86,63
2017;BA;16;11.397;12.402,00;135,49;652,38;11.888,43;18;89,15;38,1;96,73;2,35;2,77;0,61;3,55;0,19;0,03;0;419,08;90,91;485,41;24,68;84,9
2017;BA;17;11.397;14.400,00;153,31;805,7;13.452,17;24,36;76,33;30,71;159;3,71;4,3;1;5,98;0,45;0,04;0;511,13;102,6;611,24;22,84;83,53
2017;BA;18;11.396;16.134,51;173,81;979,5;15.251,47;31,84;86,71;23,6;137,43;3,93;4,35;1,04;6,25;0,49;0,05;0;495,58;106,78;576,23;14,09;67,55
2017;BA;19;11.397;17.932,45;193,94;1.173,45;17.016,98;30,52;67,9;20,46;125,67;4,7;4,53;1,15;7,26;0,49;0,03;;496,97;91,89;465,15;18,17;92,17
2017;BA;20;11.396;19.065,77;209,17;1.382,62;18.355,11;20,02;60,59;33,44;98,73;4,21;3,93;0,96;5,54;0,44;0,07;;446,58;89,51;410,04;21,24;65,19
2017;BA;21;11.397;20.400,00;225,02;1.607,65;19.744,23;39,17;49,44;23,54;117,21;4,85;4,3;1,11;6,86;0,44;0,02;0;440,37;91,34;541,14;27,39;161,39
2017;BA;22;11.396;21.600,00;239,44;1.847,09;21.010,83;22,9;56,33;30,29;102,43;5,32;4,17;1,12;6,77;0,52;0,04;0;453,61;92,1;434,29;34,94;58,99
2017;BA;23;11.397;22.488,00;251,01;2.098,10;22.024,31;25,27;67,85;28,88;90,35;4,85;3,8;1,01;5,53;0,5;0,07;0;417,65;91,4;573,61;21,26;64,45
2017;BA;24;11.396;22.800,00;257,72;2.355,82;22.614,96;54,94;187,42;65,27;41,22;4,22;2,51;0,75;3,14;0,19;0,04;0;500,49;120,56;644,56;31,59;83,26
2017;BA;25;11.397;23.702,46;264,55;2.620,37;23.212,65;24,76;55,61;21,23;98,32;5,38;4,13;1,02;6,12;0,48;0,05;0,01;453,53;93,07;456,15;36,78;74,18
2017;BA;26;11.396;24.000,00;273,05;2.893,43;23.960,58;12,73;59,33;55,16;39,97;3,41;2,71;0,9;3,22;0,3;0,04;0,01;412,54;89,77;742,87;29,57;374,98
2017;BA;27;11.397;24.951,81;278,83;3.172,25;24.465,07;34,99;38,86;17,16;89,38;6,56;5;1,29;6,43;0,5;0,11;0,02;390,7;86,95;981,84;13,9;57,36
2017;BA;28;11.396;25.651,87;288,09;3.460,35;25.280,19;25,39;47,19;17,82;67,83;4,87;4,46;1,25;5,63;0,28;0,04;0,03;359,04;85,81;321,57;16,39;54,05
2017;BA;29;11.397;26.400,00;297,02;3.757,37;26.061,17;28,89;38,3;18,03;62,85;4,03;4,44;1,23;5,44;0,39;0,1;0,03;353,24;78,46;396,79;16,29;56,09
2017;BA;30;11.396;27.023,00;304,38;4.061,75;26.709,55;21,23;32,95;16,16;65,39;3,48;4,47;1,24;4,87;0,21;0,1;0,02;371,21;79,71;373,06;20,67;54,93
2017;BA;31;11.397;27.600,00;311,8;4.373,55;27.358,21;20,55;40,08;13,08;68,91;3,59;4,58;1,11;4,49;0,4;0,12;0,01;361,43;86,04;316,81;14,4;92,57
2017;BA;32;11.396;28.000,00;316,52;4.690,07;27.774,25;16,15;27,14;20,13;53,84;2,25;2,95;0,87;3,37;0,29;0,07;0,01;316,68;75,79;1.634,34;26,61;56,36
2017;BA;33;11.397;28.200,00;319,9;5.009,96;28.068,65;10,69;32,2;28,15;34,67;1,34;2,03;0,59;2,24;0,2;0,09;0,01;284,99;83,54;329,33;9,28;48,98
2017;BA;34;11.397;28.439,00;322,75;5.332,71;28.318,71;11,03;23,49;20,92;45,63;1,38;1,88;0,64;1,96;0,13;0,03;0,01;342,6;96,75;293,42;19,21;47,27
2017;BA;35;11.396;28.500,00;324,66;5.657,37;28.488,51;5,57;24,82;31,49;18,93;0,46;0,83;0,28;0,96;0,1;0,03;0;311,89;84,51;294,47;8,81;47,09
2017;BA;36;11.397;28.550,00;325,12;5.982,49;28.527,07;6,22;21,32;24,21;25,37;0,35;0,69;0,25;0,71;0,03;0,1;0;267,88;82,79;322,62;9,99;33,53
2017;BA;37;11.396;28.800,00;326,29;6.308,78;28.632,34;13,3;14,78;19,88;33,73;3,55;4,67;1,56;5,09;0,33;0,08;0,05;309,06;95,21;2.702,40;3.948,50;31,9
2017;BA;38;11.397;29.306,64;330,98;6.639,77;29.041,41;40,62;19,76;13,33;59,8;8,6;10,59;2,95;10,42;0,84;0,12;0,25;269,95;75,66;286,89;9,32;42,05
2017;BA;39;11.396;29.900,00;337,24;6.977,01;29.592,77;32,36;26,38;11,31;71,92;10,68;13,72;3,93;12,13;0,93;0,18;0,48;296,51;76,11;296,11;10,11;45,9
2017;BA;40;11.397;30.343,25;342,94;7.319,95;30.090,23;26,41;32,51;23,91;59,2;9,87;12,25;4,2;11,85;1,08;0,26;0,75;364,25;103,23;354,35;6,23;63,01
2017;BA;41;11.396;30.962,48;349,27;7.669,22;30.648,86;31,78;22,54;11,43;49,16;13;15,54;5,44;14,43;0,84;0,13;0,91;313,44;80,72;215,31;9,55;50,78
2017;BA;42;11.397;31.565,64;356,28;8.025,50;31.261,00;34,38;28,79;10,76;54,9;13,88;16,12;5,71;16,22;1,06;0,13;1,16;347,1;76,62;602,53;12,23;45,5
2017;BA;43;11.396;32.182,51;363,22;8.388,72;31.872,68;31,86;27,6;12,91;55,42;14,39;17,12;6,29;15,81;1,13;0,2;1,44;298,91;78,51;257,66;6,84;49,54
2017;BA;44;11.397;32.800,00;370,25;8.758,97;32.486,25;36,02;24,68;13,09;54,05;15,58;17,73;6,69;18,15;1,4;0,19;1,68;1.423,89;77,02;253,73;9,75;45,86
2017;BA;45;11.396;33.446,25;377,42;9.136,39;33.119,07;43,8;29,93;11,67;53,87;16,16;18,22;7,06;18,79;1,61;0,25;1,96;408,02;76,05;243,83;5,59;75,33
2017;BA;46;11.397;34.012,38;384,38;9.520,78;33.726,82;40,18;49,42;30,53;53,02;16,67;17,88;7,13;18,69;1,39;0,23;2,32;383,17;95,96;395,39;13,42;72,49
2017;BA;47;11.396;34.690,95;391,5;9.912,28;34.354,07;43,87;20,53;9,84;96,32;17,97;19,32;8,17;19,15;1,45;0,29;2,57;361,31;78,48;427,66;15,11;86,61
2017;BA;48;11.397;35.354,38;399,14;10.311,42;35.021,37;41,28;27,5;9,83;53,29;18,33;19,29;8,74;19,61;1,43;0,34;2,91;325,03;77,32;270,13;18,61;54,91
2017;BA;49;11.396;36.000,00;406,73;10.718,15;35.690,80;39,22;42,63;11,34;74,17;18,93;19,21;8,87;20,4;1,64;0,32;3,29;325,07;80,65;322,45;21,62;58,85
2017;BA;50;11.397;36.606,06;413,21;11.131,36;36.256,10;83,28;40,84;20,99;50,17;17,73;18,71;9,03;19,29;1,75;0,55;3,68;362,45;100,52;504,35;18,85;93,87
2017;BA;51;11.397;37.338,15;421,36;11.552,72;36.970,79;43,26;37,12;11,43;51,59;20,22;20,27;9,52;22,03;1,88;0,4;3,93;335,89;87,14;344,47;17,72;63,66
2017;BA;52;11.396;38.097,26;429,78;11.982,50;37.713,25;41,83;17,99;11,09;57;20,54;20,88;10,2;22,98;1,72;0,46;4,28;317,85;80,27;258,77;9,2;76,76
2017;BA;53;11.397;38.873,00;438,63;12.421,13;38.486,83;45,65;32,9;7,71;55,71;21,12;20,67;10,74;23,75;1,88;0,52;4,73;369;81,76;316,47;16,33;62,43
2017;BA;54;11.396;39.698,36;447,67;12.868,80;39.283,35;44,44;29,11;9,99;57,76;21,33;20,93;11,04;24,34;2,33;0,39;5,18;353,05;81,97;310,32;18,08;143,7
2017;BA;55;11.397;40.541,88;457,21;13.326,02;40.117,12;45,71;32,64;11,2;63,26;21,34;20,53;10,74;25,72;2,05;0,62;5,71;380,79;91,79;361,55;10,45;91,33
2017;BA;56;11.396;41.447,93;467,12;13.793,13;40.989,39;51,68;28,16;14,48;83,97;22,13;20,8;11,17;26,48;2,07;0,4;6,22;370,14;90,97;355,37;11,14;86,43
2017;BA;57;11.397;42.306,67;477,43;14.270,56;41.890,65;48,61;38,72;16,22;65,52;21,87;20,07;10,87;25,51;2,22;0,81;6,86;462,86;103,83;397,71;8,28;67,49
2017;BA;58;11.396;43.246,32;487,55;14.758,11;42.782,36;49,94;26,56;10,71;59,86;23,4;21,31;11,85;27,24;2,15;0,5;7,45;385,32;95,82;342,17;11,16;62,34
2017;BA;59;11.397;44.226,33;498,46;15.256,57;43.736,47;54,21;60,82;13,49;68,98;24,99;22,16;12,89;30,21;2,43;0,61;8,2;407,79;100,94;421,23;32,63;76,43
2017;BA;60;11.396;45.181,24;509,53;15.766,10;44.711,13;52,91;55,74;22,28;110,79;25,89;21,86;13,39;30,14;2,37;0,73;9,15;500,02;124,53;587,23;22,1;111,78
2017;BA;61;11.397;46.245,29;521,03;16.287,13;45.716,00;53,94;40,01;13,59;61,8;26,43;22,01;13,56;30,27;2,54;0,49;10,21;426,8;101,07;361,17;32,75;72,92
2017;BA;62;11.396;47.312,49;533;16.820,12;46.770,65;54,42;47,4;14,63;65,7;27,37;22,14;14,32;32,01;2,85;0,66;11,22;457,73;111,49;378,87;13,05;88,23
2017;BA;63;11.397;48.314,90;545,21;17.365,34;47.838,11;53,54;53,9;17,03;60,06;26,65;21,19;13,78;31,69;2,66;1,28;12,57;482,67;117,42;487,78;12,09;81,99
2017;BA;64;11.396;49.428,85;557;17.922,33;48.876,54;55,35;30,41;10,28;58,31;30,13;22,63;15,02;35,49;3,43;0,62;13,32;386,01;112,14;395,98;12,15;83,16
2017;BA;65;11.397;50.509,93;569,49;18.491,83;49.968,79;56,78;43,15;12,56;67,77;30,68;23,45;15,29;37,53;3,5;0,83;14,34;431,27;105,98;407,65;16,34;90,52
2017;BA;66;11.396;51.615,98;581,96;19.073,78;51.066,64;63,86;43,91;12,06;70,54;34,45;24,85;17,23;39,91;3,91;0,85;15,06;516,74;109,24;435,16;11,13;99,31
2017;BA;67;11.397;52.759,13;594,81;19.668,60;52.190,28;65,22;47,25;13,08;79,88;34,7;25,15;17,44;38,71;3,93;0,85;16,49;476,55;115,71;580,01;27,15;97,7
2017;BA;68;11.397;53.886,42;607,54;20.276,14;53.307,06;59,29;42,51;8,08;57,28;34,8;24,99;18,23;38,78;3,72;0,93;17,77;382,92;130,01;292,99;15,14;78,15
2017;BA;69;11.396;55.095,83;620,75;20.896,88;54.470,68;61,45;42,48;10,65;66,59;36,78;25,95;19;40,69;4,64;0,94;18,85;466,9;109,05;349,13;12,27;107,55
2017;BA;70;11.397;56.355,57;635,03;21.531,92;55.719,34;71,47;93,05;19,57;74,79;37,2;25,35;18,71;42,52;5,67;0,76;20,36;555,44;125,87;591,44;25,34;96,27
2017;BA;71;11.396;57.745,83;650,02;22.181,94;57.039,55;69,95;36,98;12,08;72,02;37,06;25,56;19,31;43,99;4,72;0,96;22,16;487,58;115,98;391,54;28,56;115,74
